Citation,Year,Indicator,Journal
J Clin Epidemiol. 2015 Dec;68(12):1451-62.e3. doi: 10.1016/j.jclinepi.2015.05.036. Epub 2015 Aug 14.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Feb;61(2):110-118. doi: 10.1016/j.jclinepi.2007.04.013. Epub 2007 Aug 27.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 1996 May;49(5):595-8. doi: 10.1016/0895-4356(95)00049-6.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Sep;60(9):869-73. doi: 10.1016/j.jclinepi.2006.12.006. Epub 2007 Apr 11.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Jun;54(6):645-9. doi: 10.1016/s0895-4356(00)00350-4.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Apr;50(4):435-9. doi: 10.1016/s0895-4356(96)00422-2.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2021 May;133:72-79. doi: 10.1016/j.jclinepi.2021.01.013. Epub 2021 Jan 20.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Mar;67(3):267-77. doi: 10.1016/j.jclinepi.2013.08.015. Epub 2013 Nov 22.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Apr;68(4):435-41. doi: 10.1016/j.jclinepi.2014.11.021. Epub 2014 Dec 17.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:175-186. doi: 10.1016/j.jclinepi.2021.09.012. Epub 2021 Sep 12.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Aug;60(8):781-6. doi: 10.1016/j.jclinepi.2006.10.014. Epub 2007 Mar 26.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Dec;53(12):1268-74. doi: 10.1016/s0895-4356(00)00252-3.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2021 May;133:53-60. doi: 10.1016/j.jclinepi.2020.12.011. Epub 2020 Dec 28.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jul;52(7):653-66. doi: 10.1016/s0895-4356(99)00025-6.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):9-18. doi: 10.1016/0895-4356(94)00097-a.,1995,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Dec;48(12):1503-10. doi: 10.1016/0895-4356(95)00048-8.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2011 May;64(5):471-80. doi: 10.1016/j.jclinepi.2010.05.009. Epub 2010 Oct 8.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Jan;53(1):47-55. doi: 10.1016/s0895-4356(99)00148-1.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Apr;49(4):395-400. doi: 10.1016/0895-4356(95)00058-5.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Oct;63(10):1071-81. doi: 10.1016/j.jclinepi.2010.02.009. Epub 2010 May 10.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Jul;56(7):605-9. doi: 10.1016/s0895-4356(03)00083-0.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Jun;61(6):525-30. doi: 10.1016/j.jclinepi.2007.11.007.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Sep;63(9):970-9. doi: 10.1016/j.jclinepi.2009.10.001. Epub 2010 Jan 8.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:60-99. doi: 10.1016/j.jclinepi.2021.10.013. Epub 2021 Oct 29.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Nov;62(11):1118-23. doi: 10.1016/j.jclinepi.2009.02.008. Epub 2009 Aug 6.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Feb;61(2):99-101. doi: 10.1016/j.jclinepi.2007.10.001.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Feb;61(2):169-76. doi: 10.1016/j.jclinepi.2007.04.009. Epub 2007 Aug 3.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Sep;63(9):983-91. doi: 10.1016/j.jclinepi.2010.01.022. Epub 2010 Jun 22.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Jul;54(7):661-74. doi: 10.1016/s0895-4356(00)00363-2.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jul;159:31-39. doi: 10.1016/j.jclinepi.2023.05.006. Epub 2023 May 8.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Oct;102:23-37. doi: 10.1016/j.jclinepi.2018.05.006. Epub 2018 May 21.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Sep;63(9):950-9. doi: 10.1016/j.jclinepi.2010.02.018. Epub 2010 Jun 25.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 1995 May;48(5):705-11. doi: 10.1016/0895-4356(94)00221-b.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Dec;128:157-158. doi: 10.1016/j.jclinepi.2020.07.017. Epub 2020 Jul 30.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):109-16; discussion 117-8. doi: 10.1016/0895-4356(94)00084-4.,1995,1,J Clin Epidemiol
J Clin Epidemiol. 2018 Jul;99:1-13. doi: 10.1016/j.jclinepi.2018.02.019. Epub 2018 Mar 5.,2018,1,J Clin Epidemiol
J Clin Epidemiol. 2021 Jul;135:90-102. doi: 10.1016/j.jclinepi.2021.02.005. Epub 2021 Feb 9.,2021,0,J Clin Epidemiol
"J Clin Epidemiol. 1999 Sep;52(9):827-9; discussion 831-3, 835-6. doi: 10.1016/s0895-4356(99)00039-6.",1999,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Jun;62(6):609-16. doi: 10.1016/j.jclinepi.2008.08.005. Epub 2008 Nov 14.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Mar;95:102-110. doi: 10.1016/j.jclinepi.2017.12.005. Epub 2017 Dec 16.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Aug;67(8):897-903. doi: 10.1016/j.jclinepi.2014.03.003. Epub 2014 Apr 29.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Oct;61(10):1056-60. doi: 10.1016/j.jclinepi.2007.12.003. Epub 2008 Jun 6.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Oct;63(10):1132-44. doi: 10.1016/j.jclinepi.2009.12.003. Epub 2010 Mar 17.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jul;123:59-68. doi: 10.1016/j.jclinepi.2020.03.014. Epub 2020 Mar 27.,2020,1,J Clin Epidemiol
J Clin Epidemiol. 2016 Dec;80:43-49. doi: 10.1016/j.jclinepi.2016.07.010. Epub 2016 Jul 25.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Apr;64(4):366-79. doi: 10.1016/j.jclinepi.2010.04.005. Epub 2010 Jul 17.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Dec;61(12):1197-1204. doi: 10.1016/j.jclinepi.2008.06.015. Epub 2008 Oct 1.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jun;48(6):757-65. doi: 10.1016/0895-4356(94)00191-r.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Dec;48(12):1413-27; discussion 1429-40. doi: 10.1016/0895-4356(95)00503-x.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Jan;55(1):77-85. doi: 10.1016/s0895-4356(01)00422-x.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jun;110:1-11. doi: 10.1016/j.jclinepi.2019.02.007. Epub 2019 Feb 14.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Dec;54 Suppl 1:S57-60. doi: 10.1016/s0895-4356(01)00457-7.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Nov;58(11):1090-100. doi: 10.1016/j.jclinepi.2005.03.011. Epub 2005 Aug 15.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jul;99:113-122. doi: 10.1016/j.jclinepi.2018.03.011. Epub 2018 Mar 26.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Nov;64(11):1216-22. doi: 10.1016/j.jclinepi.2011.01.007. Epub 2011 Apr 23.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Aug;68(8):877-87. doi: 10.1016/j.jclinepi.2015.03.014. Epub 2015 Mar 31.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Apr;56(4):317-25. doi: 10.1016/s0895-4356(02)00609-1.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Feb;66(2):173-83. doi: 10.1016/j.jclinepi.2012.08.001. Epub 2012 Oct 30.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jun;66(6):619-32. doi: 10.1016/j.jclinepi.2012.12.003. Epub 2013 Feb 15.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jan;81:33-41. doi: 10.1016/j.jclinepi.2016.09.003. Epub 2016 Sep 22.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Sep;48(9):1133-40. doi: 10.1016/0895-4356(94)00241-h.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jun;158:119-126. doi: 10.1016/j.jclinepi.2023.03.027. Epub 2023 Apr 5.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jul;159:330-343. doi: 10.1016/j.jclinepi.2023.04.015. Epub 2023 May 4.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Feb;60(2):110-7. doi: 10.1016/j.jclinepi.2006.05.006. Epub 2006 Sep 7.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Feb;154:42-55. doi: 10.1016/j.jclinepi.2022.11.009. Epub 2022 Nov 12.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Mar;66(3):308-18. doi: 10.1016/j.jclinepi.2012.09.011.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jun;66(6):599-607. doi: 10.1016/j.jclinepi.2012.08.008. Epub 2013 Mar 16.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Dec;60(12):1298-305. doi: 10.1016/j.jclinepi.2007.03.011. Epub 2007 Aug 1.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Apr;54(4):376-86. doi: 10.1016/s0895-4356(00)00294-8.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Dec;48(12):1441-52. doi: 10.1016/0895-4356(95)00530-7.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Oct;58(10):967-73. doi: 10.1016/j.jclinepi.2005.03.012.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2021 May;133:94-100. doi: 10.1016/j.jclinepi.2021.01.002. Epub 2021 Jan 21.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Nov;91:47-53. doi: 10.1016/j.jclinepi.2017.08.009. Epub 2017 Sep 11.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Nov;62(11):1165-72. doi: 10.1016/j.jclinepi.2009.03.015. Epub 2009 Aug 6.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Apr;56(4):332-40. doi: 10.1016/s0895-4356(03)00012-x.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1031-6. doi: 10.1016/s0895-4356(99)00079-7.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Apr;66(4):361-366.e4. doi: 10.1016/j.jclinepi.2012.11.005. Epub 2013 Feb 4.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):327-30. doi: 10.1016/j.jclinepi.2005.09.005. Epub 2006 Feb 7.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):61-6; discussion 67-70. doi: 10.1016/0895-4356(94)00085-5.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Apr;61(4):324-30. doi: 10.1016/j.jclinepi.2007.07.008. Epub 2008 Feb 21.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Jan;63(1):56-63. doi: 10.1016/j.jclinepi.2009.02.010. Epub 2009 Sep 8.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Oct;138:156-167. doi: 10.1016/j.jclinepi.2021.06.019. Epub 2021 Jun 26.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Apr;132:133-141. doi: 10.1016/j.jclinepi.2020.12.002. Epub 2020 Dec 7.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jun;52(6):539-45. doi: 10.1016/s0895-4356(99)00027-x.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Feb;56(2):155-63. doi: 10.1016/s0895-4356(02)00568-1.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Oct;61(10):1018-27.e9. doi: 10.1016/j.jclinepi.2007.11.011. Epub 2008 May 5.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Oct;65(10):1041-51. doi: 10.1016/j.jclinepi.2012.05.005.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Feb;82:4-11. doi: 10.1016/j.jclinepi.2016.12.001. Epub 2016 Dec 11.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Mar;60(3):217-27. doi: 10.1016/j.jclinepi.2006.06.002. Epub 2006 Sep 7.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jul;67(7):734-44. doi: 10.1016/j.jclinepi.2014.02.009. Epub 2014 Apr 24.,2014,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jun;110:74-81. doi: 10.1016/j.jclinepi.2019.02.011. Epub 2019 Feb 28.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Feb;130:161-168. doi: 10.1016/j.jclinepi.2020.10.012. Epub 2020 Oct 17.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Sep;125:148-157. doi: 10.1016/j.jclinepi.2020.05.027. Epub 2020 Jun 3.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jun;66(6):608-18. doi: 10.1016/j.jclinepi.2012.12.004. Epub 2013 Feb 15.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Feb;118:18-28. doi: 10.1016/j.jclinepi.2019.10.013. Epub 2019 Nov 4.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Nov;45(11):1201-18. doi: 10.1016/0895-4356(92)90161-f.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Dec;49(12):1435-39. doi: 10.1016/s0895-4356(96)00215-6.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Jan;129:74-85. doi: 10.1016/j.jclinepi.2020.09.041. Epub 2020 Oct 8.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Apr;108:121-131. doi: 10.1016/j.jclinepi.2018.12.002. Epub 2018 Dec 7.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2020 May;121:71-80. doi: 10.1016/j.jclinepi.2020.01.011. Epub 2020 Jan 29.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Aug;76:118-24. doi: 10.1016/j.jclinepi.2016.02.019. Epub 2016 Mar 3.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Dec;49(12):1335-8. doi: 10.1016/s0895-4356(96)00295-8.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:187-197. doi: 10.1016/j.jclinepi.2021.09.010. Epub 2021 Sep 11.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2008 May;61(5):419-21. doi: 10.1016/j.jclinepi.2007.11.022.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:294-304. doi: 10.1016/j.jclinepi.2021.08.002. Epub 2021 Aug 11.,2022,1,J Clin Epidemiol
J Clin Epidemiol. 2018 Aug;100:103-110. doi: 10.1016/j.jclinepi.2018.01.003. Epub 2018 Jan 12.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 1992 May;45(5):529-42. doi: 10.1016/0895-4356(92)90102-s.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Dec;62(12):1279-83. doi: 10.1016/j.jclinepi.2008.04.012. Epub 2009 Aug 28.,2009,1,J Clin Epidemiol
J Clin Epidemiol. 2011 Oct;64(10):1076-84. doi: 10.1016/j.jclinepi.2011.01.005. Epub 2011 Apr 9.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Oct;126:193-201. doi: 10.1016/j.jclinepi.2020.03.027. Epub 2020 Apr 21.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Apr;56(4):367-76. doi: 10.1016/s0895-4356(03)00003-9.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jun;110:50-62. doi: 10.1016/j.jclinepi.2019.03.001. Epub 2019 Mar 8.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jun;74:7-18. doi: 10.1016/j.jclinepi.2015.12.007. Epub 2016 Jan 11.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Jul;57(7):672-82. doi: 10.1016/j.jclinepi.2003.12.008.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Mar;48(3):363-73. doi: 10.1016/0895-4356(94)00141-c.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Jun;58(6):568-78. doi: 10.1016/j.jclinepi.2004.10.015. Epub 2005 Apr 18.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Mar;64(3):293-300. doi: 10.1016/j.jclinepi.2010.03.017. Epub 2010 Aug 12.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Jul;61(7):634-45. doi: 10.1016/j.jclinepi.2007.12.011.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Apr;60(4):336-44. doi: 10.1016/j.jclinepi.2006.07.006. Epub 2006 Oct 23.,2007,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Sep;149:1-11. doi: 10.1016/j.jclinepi.2022.04.016. Epub 2022 Apr 19.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Nov;64(11):1262-5. doi: 10.1016/j.jclinepi.2011.02.008. Epub 2011 Jun 8.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Sep;50(9):981-6. doi: 10.1016/s0895-4356(97)00156-x.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jul;68(7):769-75. doi: 10.1016/j.jclinepi.2015.01.013. Epub 2015 Jan 27.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):365-73. doi: 10.1016/j.jclinepi.2005.09.009.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Jun;58(6):560-7. doi: 10.1016/j.jclinepi.2004.11.018. Epub 2005 Apr 18.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Oct;64(10):1060-9. doi: 10.1016/j.jclinepi.2010.12.012. Epub 2011 Mar 31.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2012 May;65(5):503-10. doi: 10.1016/j.jclinepi.2011.09.012. Epub 2012 Jan 21.,2012,1,J Clin Epidemiol
J Clin Epidemiol. 2020 Jun;122:49-55. doi: 10.1016/j.jclinepi.2020.03.003. Epub 2020 Mar 10.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Sep;125:76-83. doi: 10.1016/j.jclinepi.2020.04.004. Epub 2020 Apr 11.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Nov;65(11):1133-43. doi: 10.1016/j.jclinepi.2012.07.002.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Aug;88:67-80. doi: 10.1016/j.jclinepi.2017.05.016. Epub 2017 Jun 1.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Oct;78:52-62. doi: 10.1016/j.jclinepi.2016.03.009. Epub 2016 Mar 29.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Aug;88:37-46. doi: 10.1016/j.jclinepi.2017.04.020. Epub 2017 Apr 24.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jan;69:152-60. doi: 10.1016/j.jclinepi.2015.05.023. Epub 2015 Jun 4.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Apr 8:136-157. doi: 10.1016/j.jclinepi.2021.03.030. Online ahead of print.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Aug;76:76-81. doi: 10.1016/j.jclinepi.2016.03.021. Epub 2016 Apr 7.,2016,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Jan;47(1):23-33. doi: 10.1016/0895-4356(94)90030-2.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Mar;46(3):221-30. doi: 10.1016/0895-4356(93)90069-d.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Feb;66(2):132-9. doi: 10.1016/j.jclinepi.2012.07.007. Epub 2012 Sep 10.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Apr;67(4):376-90. doi: 10.1016/j.jclinepi.2013.09.018. Epub 2013 Dec 31.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Sep;56(9):874-9. doi: 10.1016/s0895-4356(03)00062-3.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Sep;63(9):1000-10. doi: 10.1016/j.jclinepi.2010.01.023.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Feb;94:85-96. doi: 10.1016/j.jclinepi.2017.10.010. Epub 2017 Oct 31.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Nov;55(11):1064-72; discussion 1073-4. doi: 10.1016/s0895-4356(02)00541-3.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jan;81:64-71. doi: 10.1016/j.jclinepi.2016.09.004. Epub 2016 Sep 20.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Sep;65(9):924-33. doi: 10.1016/j.jclinepi.2012.02.017. Epub 2012 Jun 26.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jan;67(1):100-7. doi: 10.1016/j.jclinepi.2013.02.019. Epub 2013 Oct 11.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Mar;68(3):347-54. doi: 10.1016/j.jclinepi.2014.10.007. Epub 2014 Dec 6.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Nov;57(11):1167-71. doi: 10.1016/j.jclinepi.2004.02.017.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Jan;45(1):31-8. doi: 10.1016/0895-4356(92)90185-p.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Nov;51(11):969-73. doi: 10.1016/s0895-4356(98)00088-2.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Apr;66(4):371-8. doi: 10.1016/j.jclinepi.2012.10.014. Epub 2013 Feb 4.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Dec;64(12):1317-24. doi: 10.1016/j.jclinepi.2011.03.013. Epub 2011 Sep 1.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Aug;76:108-17. doi: 10.1016/j.jclinepi.2016.01.034. Epub 2016 Feb 27.,2016,1,J Clin Epidemiol
J Clin Epidemiol. 2005 Apr;58(4):323-37. doi: 10.1016/j.jclinepi.2004.10.012.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Aug;124:94-105. doi: 10.1016/j.jclinepi.2020.05.010. Epub 2020 May 12.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jun;66(6):586-98. doi: 10.1016/j.jclinepi.2012.12.012. Epub 2013 Mar 16.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jan;64(1):6-10. doi: 10.1016/j.jclinepi.2009.08.016.,2011,0,J Clin Epidemiol
